   object_type    | table_schema |            table_name            |                           column_name                           |          data_type          |      udt_name      |                                                                                                                                                column_default                                                                                                                                                 | is_nullable |  key_type   |                               references                               | unique_constraint |                          column_comment                          | table_comment | character_maximum_length | numeric_precision | ordinal_position 
 TABLE            | public       | payroll_cycles                   | description                                                     | text                        | text               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Detailed description of the payroll cycle                        |               |                          |                   |                3
 TABLE            | public       | payroll_cycles                   | created_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the cycle was created                             |               |                          |                   |                4
 TABLE            | public       | payroll_cycles                   | updated_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the cycle was last updated                        |               |                          |                   |                5
 TABLE            | public       | payroll_date_types               | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the payroll date type                      |               |                          |                   |                1
 TABLE            | public       | payroll_date_types               | name                                                            | USER-DEFINED                | payroll_date_type  |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        | UNIQUE            | Name of the date type (Fixed, Last Working Day, etc.)            |               |                          |                   |                2
 TABLE            | public       | payroll_date_types               | description                                                     | text                        | text               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Detailed description of how this date type works                 |               |                          |                   |                3
 TABLE            | public       | payroll_date_types               | created_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the date type was created                         |               |                          |                   |                4
 TABLE            | public       | payroll_date_types               | updated_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the date type was last updated                    |               |                          |                   |                5
 TABLE            | public       | payroll_dates                    | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the payroll date                           |               |                          |                   |                1
 TABLE            | public       | payroll_dates                    | payroll_id                                                      | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | NO          |             | public.payrolls.id (ON UPDATE CASCADE, ON DELETE CASCADE)              |                   | Reference to the payroll this date belongs to                    |               |                          |                   |                2
 TABLE            | public       | payroll_dates                    | original_eft_date                                               | date                        | date               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Originally calculated EFT date before adjustments                |               |                          |                   |                3
 TABLE            | public       | payroll_dates                    | adjusted_eft_date                                               | date                        | date               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Final EFT date after holiday and weekend adjustments             |               |                          |                   |                4
 TABLE            | public       | payroll_dates                    | processing_date                                                 | date                        | date               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Date when payroll processing must be completed                   |               |                          |                   |                5
 TABLE            | public       | payroll_dates                    | notes                                                           | text                        | text               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Additional notes about this payroll date                         |               |                          |                   |                6
 TABLE            | public       | payroll_dates                    | created_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the date record was created                       |               |                          |                   |                7
 TABLE            | public       | payroll_dates                    | updated_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the date record was last updated                  |               |                          |                   |                8
 TABLE            | public       | payrolls                         | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the payroll                                |               |                          |                   |                1
 TABLE            | public       | payrolls                         | client_id                                                       | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | NO          |             | public.clients.id (ON UPDATE NO ACTION, ON DELETE CASCADE)             |                   | Reference to the client this payroll belongs to                  |               |                          |                   |                2
 TABLE            | public       | payrolls                         | name                                                            | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Name of the payroll                                              |               |                      255 |                   |                3
 TABLE            | public       | payrolls                         | cycle_id                                                        | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | NO          |             | public.payroll_cycles.id (ON UPDATE NO ACTION, ON DELETE RESTRICT)     |                   | Reference to the payroll cycle                                   |               |                          |                   |                4
 TABLE            | public       | payrolls                         | date_type_id                                                    | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | NO          |             | public.payroll_date_types.id (ON UPDATE NO ACTION, ON DELETE RESTRICT) |                   | Reference to the payroll date type                               |               |                          |                   |                5
 TABLE            | public       | payrolls                         | date_value                                                      | integer                     | int4               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Specific value for date calculation (e.g., day of month)         |               |                          |                32 |                6
 TABLE            | public       | payrolls                         | primary_consultant_user_id                                      | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | YES         |             | public.users.id (ON UPDATE NO ACTION, ON DELETE NO ACTION)             |                   | Primary consultant responsible for this payroll                  |               |                          |                   |                7
 TABLE            | public       | payrolls                         | backup_consultant_user_id                                       | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | YES         |             | public.users.id (ON UPDATE NO ACTION, ON DELETE NO ACTION)             |                   | Backup consultant for this payroll                               |               |                          |                   |                8
 TABLE            | public       | payrolls                         | manager_user_id                                                 | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | YES         |             | public.users.id (ON UPDATE NO ACTION, ON DELETE NO ACTION)             |                   | Manager overseeing this payroll                                  |               |                          |                   |                9
 TABLE            | public       | payrolls                         | processing_days_before_eft                                      | integer                     | int4               | 2                                                                                                                                                                                                                                                                                                             | NO          |             |                                                                        |                   | Number of days before EFT that processing must complete          |               |                          |                32 |               10
 TABLE            | public       | payrolls                         | created_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the payroll was created                           |               |                          |                   |               11
 TABLE            | public       | payrolls                         | updated_at                                                      | timestamp with time zone    | timestamptz        | CURRENT_TIMESTAMP                                                                                                                                                                                                                                                                                             | YES         |             |                                                                        |                   | Timestamp when the payroll was last updated                      |               |                          |                   |               12
 TABLE            | public       | payrolls                         | payroll_system                                                  | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | External payroll system used for this client                     |               |                      255 |                   |               13
 TABLE            | public       | payrolls                         | status                                                          | USER-DEFINED                | payroll_status     | 'Implementation'::payroll_status                                                                                                                                                                                                                                                                              | NO          |             |                                                                        |                   | Current status of the payroll (Implementation, Active, Inactive) |               |                          |                   |               14
 TABLE            | public       | payrolls                         | processing_time                                                 | integer                     | int4               | 1                                                                                                                                                                                                                                                                                                             | NO          |             |                                                                        |                   | Number of hours required to process this payroll                 |               |                          |                32 |               15
 TABLE            | public       | payrolls                         | employee_count                                                  | integer                     | int4               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Number of employees in this payroll                              |               |                          |                32 |               16
 TABLE            | public       | payrolls                         | go_live_date                                                    | date                        | date               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | The date when the payroll went live in the system                |               |                          |                   |               17
 TABLE            | public       | permission_audit_log             | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the audit log entry                        |               |                          |                   |                1
 TABLE            | public       | permission_audit_log             | user_id                                                         | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | YES         |             | public.users.id (ON UPDATE NO ACTION, ON DELETE SET NULL)              |                   | User who performed the action                                    |               |                          |                   |                2
 TABLE            | public       | permission_audit_log             | target_user_id                                                  | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | YES         |             | public.users.id (ON UPDATE NO ACTION, ON DELETE SET NULL)              |                   | User affected by the permission change                           |               |                          |                   |                3
 TABLE            | public       | permission_audit_log             | target_role                                                     | USER-DEFINED                | user_role          |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Role affected by the permission change                           |               |                          |                   |                4
 TABLE            | public       | permission_audit_log             | resource                                                        | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Resource that was accessed or modified                           |               |                          |                   |                5
 TABLE            | public       | permission_audit_log             | operation                                                       | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Type of operation performed (create, read, update, delete)       |               |                          |                   |                6
 TABLE            | public       | permission_audit_log             | action                                                          | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Specific action taken on the resource                            |               |                          |                   |                7
 TABLE            | public       | permission_audit_log             | previous_value                                                  | jsonb                       | jsonb              |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Previous state before the change                                 |               |                          |                   |                8
 TABLE            | public       | permission_audit_log             | new_value                                                       | jsonb                       | jsonb              |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | New state after the change                                       |               |                          |                   |                9
 TABLE            | public       | permission_audit_log             | reason                                                          | text                        | text               |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Reason provided for the permission change                        |               |                          |                   |               10
 TABLE            | public       | permission_audit_log             | created_at                                                      | timestamp with time zone    | timestamptz        | now()                                                                                                                                                                                                                                                                                                         | YES         |             |                                                                        |                   | Timestamp when the audit log entry was created                   |               |                          |                   |               11
 TABLE            | public       | permission_overrides             | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the permission override                    |               |                          |                   |                1
 TABLE            | public       | permission_overrides             | user_id                                                         | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | YES         |             | public.users.id (ON UPDATE NO ACTION, ON DELETE CASCADE)               | UNIQUE            | User receiving the permission override                           |               |                          |                   |                2
 TABLE            | public       | permission_overrides             | role                                                            | USER-DEFINED                | user_role          |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        | UNIQUE            | Role this override applies to                                    |               |                          |                   |                3
 TABLE            | public       | permission_overrides             | resource                                                        | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        | UNIQUE            | Resource affected by this override                               |               |                          |                   |                4
 TABLE            | public       | permission_overrides             | resource                                                        | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        | UNIQUE            | Resource affected by this override                               |               |                          |                   |                4
 TABLE            | public       | permission_overrides             | operation                                                       | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        | UNIQUE            | Operation being permitted or restricted                          |               |                          |                   |                5
 TABLE            | public       | permission_overrides             | operation                                                       | text                        | text               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        | UNIQUE            | Operation being permitted or restricted                          |               |                          |                   |                5
 TABLE            | public       | permission_overrides             | granted                                                         | boolean                     | bool               |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | Whether the permission is granted (true) or denied (false)       |               |                          |                   |                6
 TABLE            | public       | permission_overrides             | conditions                                                      | jsonb                       | jsonb              |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | JSON with additional conditions for the override                 |               |                          |                   |                7
 TABLE            | public       | permission_overrides             | created_at                                                      | timestamp without time zone | timestamp          | now()                                                                                                                                                                                                                                                                                                         | YES         |             |                                                                        |                   | Timestamp when the override was created                          |               |                          |                   |                8
 TABLE            | public       | permission_overrides             | created_by                                                      | uuid                        | uuid               |                                                                                                                                                                                                                                                                                                               | YES         |             | public.users.id (ON UPDATE NO ACTION, ON DELETE SET NULL)              |                   | User who created this override                                   |               |                          |                   |                9
 TABLE            | public       | permission_overrides             | expires_at                                                      | timestamp without time zone | timestamp          |                                                                                                                                                                                                                                                                                                               | YES         |             |                                                                        |                   | Timestamp when this override expires                             |               |                          |                   |               10
 TABLE            | public       | users                            | id                                                              | uuid                        | uuid               | gen_random_uuid()                                                                                                                                                                                                                                                                                             | NO          | PRIMARY KEY |                                                                        |                   | Unique identifier for the user                                   |               |                          |                   |                1
 TABLE            | public       | users                            | name                                                            | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        |                   | User's full name                                                 |               |                      255 |                   |                2
 TABLE            | public       | users                            | email                                                           | character varying           | varchar            |                                                                                                                                                                                                                                                                                                               | NO          |             |                                                                        | UNIQUE            | User's email address (unique)                                    |               |                      255 |                   |                3
 TABLE            | public       | users                            | role                                                            | USER-DEFINED                | user_role          | 'viewer'::user_role                                                                                                                                                                                                                                                                                           | NO          |             |                                                                        |                   | User's system role (viewer, consultant, manager, org_admin)      |               |                          |                   |                4
